InvoiceID,PO_ID,VendorID,Department_Invoice,InvoiceDate,PaymentDate,InvoiceAmount_INR,PaymentMethod,ApprovedBy,Status,Missing_Invoice_Amount_Flag,Negative_Invoice_Flag,Zero_Invoice_Flag,Missing_PO_Flag,Invalid_PO_Flag,Invalid_Vendor_Flag,Invalid_Approver_Flag,EmployeeID,EmployeeName,Department_Employee,Role,ApprovalLimit_INR,Invoice_Approval_Limit_Breach_Flag,Invoice_Limit_Utilization
INV000146,PO00123,V0122,IT,2024-05-19,2024-06-25,11017.0,Cheque,EMP0018,Paid,0,0,0,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.022034
INV000284,PO00248,V0069,Sales,2025-02-14,2025-03-02,132600.0,,EMP0029,paid,0,0,0,0,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.2652
INV000426,PO00373,V0092,Quality,2024-07-18,2024-08-10,1454.0,Bank Transfer,EMP0009,Paid,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.002908
INV000609,,V0105,HR,2025-02-07,2025-03-01,33600.0,Cheque,EMP0035,Paid,0,0,0,1,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.00336
INV000111,PO00093,V0112,Logistics,2024-06-22,2024-07-30,201300.0,,EMP0021,PAID,0,0,0,0,0,0,0,EMP0021,Ajay Sharma,Admin,Manager,500000,0,0.4026
INV000624,,V0090,Procurement,2024-10-16,2024-11-11,400000.0,Cheque,EMP0054,Paid,0,0,0,1,0,0,0,EMP0054,Deepak Singh,Production,AVP,3000000,0,0.13333333333333333
INV000091,PO00073,V0122,Sales,2024-09-01,2024-10-06,58400.0,Cheque,EMP0018,Paid,0,0,0,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.1168
INV000206,PO00177,V0124,Quality,2025-03-15,2025-05-24,30200.0,Bank Transfer,EMP0008,Paid,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.020133333333333333
INV000171,PO00144,V0070,HR,2024-11-01,2024-12-22,57000.0,Bank Transfer,EMP0039,PAID,0,0,0,0,0,0,0,EMP0039,Rajesh Iyer,Quality,Manager,500000,0,0.114
INV000110,PO00092,V0050,Admin,2025-02-17,2025-03-10,147800.0,Bank Transfer,EMP0039,Paid,0,0,0,0,0,0,0,EMP0039,Rajesh Iyer,Quality,Manager,500000,0,0.2956
INV000233,PO00204,V0107,Production,2025-03-30,2025-05-08,70200.0,Bank Transfer,EMP0049,Paid,0,0,0,0,0,0,0,EMP0049,Deepak Malhotra,HR,Manager,500000,0,0.1404
INV000057,PO00047,V0112,HR,2025-03-29,2025-04-30,154400.0,Bank Transfer,EMP0021,PAID,0,0,0,0,0,0,0,EMP0021,Ajay Sharma,Admin,Manager,500000,0,0.3088
INV000405,PO00351,V0029,Quality,2024-05-06,2024-06-28,-24949.0,Bank Transfer,EMP0056,PAID,0,1,0,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,-0.008316333333333334
INV000242,PO00208,V0079,Procurement,2025-03-29,2025-05-27,11033.0,Bank Transfer,EMP0034,Paid,0,0,0,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.0036776666666666668
INV000088,PO00070,V0024,Sales,2024-11-03,2024-12-07,16957.0,NEFT/RTGS,EMP0002,PAID,0,0,0,0,0,0,0,EMP0002,Varun Gupta,Production,AVP,3000000,0,0.005652333333333333
INV000347,PO00297,V0095,Admin,2024-10-15,2024-11-14,11004.0,NEFT/RTGS,EMP0004,PAID,0,0,0,0,0,0,0,EMP0004,Sameer Chauhan,Admin,Manager,500000,0,0.022008
INV000098,PO00082,V0035,IT,2024-05-10,2024-06-12,144000.0,Bank Transfer,EMP0056,Paid,0,0,0,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.048
INV000561,PO00491,V0041,HR,2024-11-16,2025-01-10,139944.0,Bank Transfer,EMP0046,paid,0,0,0,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.279888
INV000117,PO00098,V0053,Production,2024-09-28,2024-10-13,48800.0,Bank Transfer,EMP0063,Paid,0,0,0,0,0,0,0,EMP0063,Rajesh Chauhan,Maintenance,Senior Manager,1500000,0,0.03253333333333333
INV000202,PO00173,V0058,Maintenance,2024-06-26,2024-08-28,11200.0,Bank Transfer,EMP0031,Paid,0,0,0,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.0224
INV000570,PO00499,V0044,Quality,2024-08-27,2024-10-17,59800.0,NEFT/RTGS,EMP0049,paid,0,0,0,0,0,0,0,EMP0049,Deepak Malhotra,HR,Manager,500000,0,0.1196
INV000324,PO00277,V0100,Finance,2024-06-16,2024-07-15,16772.0,Bank Transfer,EMP0031,PAID,0,0,0,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.033544
INV000194,PO00165,V0123,HR,2024-08-09,2024-08-31,125400.0,Bank Transfer,EMP0046,Paid,0,0,0,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.2508
INV000237,PO00206,V0068,IT,2025-02-07,2025-03-06,5040.0,Bank Transfer,EMP0003,PAID,0,0,0,0,0,0,0,EMP0003,Amit Reddy,Procurement,Manager,500000,0,0.01008
INV000214,PO00185,V0093,Maintenance,2025-01-07,2025-02-27,106206.0,Bank Transfer,EMP0051,Paid,0,0,0,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.0106206
INV000129,PO00107,V0109,IT,2024-11-04,2024-12-23,191400.0,Cheque,EMP0012,PAID,0,0,0,0,0,0,0,EMP0012,Arjun Mehta,Production,VP,10000000,0,0.01914
INV000471,PO00411,V0078,Procurement,2024-08-10,2024-10-15,29200.0,Bank Transfer,EMP0044,Paid,0,0,0,0,0,0,0,EMP0044,Vivek Verma,Maintenance,AVP,3000000,0,0.009733333333333333
INV000515,PO00451,V0004,Admin,2025-02-01,2025-02-19,11700.0,Bank Transfer,EMP0048,Paid,0,0,0,0,0,0,0,EMP0048,Ravi Joshi,Sales,Manager,500000,0,0.0234
INV000549,PO00482,V0035,Production,2024-10-31,2024-11-30,62000.0,Bank Transfer,EMP0056,Paid,0,0,0,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.020666666666666667
INV000529,PO00464,V0020,Maintenance,2025-03-29,2025-04-23,2312.0,NEFT/RTGS,EMP0046,Paid,0,0,0,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.004624
INV000523,PO00459,V0007,Maintenance,2024-12-22,2025-03-02,62100.0,NEFT/RTGS,EMP0031,paid,0,0,0,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.1242
INV000458,PO00402,V0087,Logistics,2024-06-27,2024-09-04,97400.0,Bank Transfer,EMP0031,PAID,0,0,0,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.1948
INV000633,PO00398,V0095,Maintenance,2025-02-15,2025-02-26,96700.0,NEFT/RTGS,EMP0004,Paid,0,0,0,0,0,0,0,EMP0004,Sameer Chauhan,Admin,Manager,500000,0,0.1934
INV000297,PO00259,V0014,Procurement,2025-03-18,2025-04-21,42976.0,NEFT/RTGS,EMP0039,Paid,0,0,0,0,0,0,0,EMP0039,Rajesh Iyer,Quality,Manager,500000,0,0.085952
INV000226,PO00197,V0002,Maintenance,2024-08-08,2024-10-13,40900.0,NEFT/RTGS,EMP0026,Paid,0,0,0,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.027266666666666668
INV000576,PO00505,V0003,Logistics,2025-02-14,2025-03-25,28100.0,Cheque,EMP0048,PAID,0,0,0,0,0,0,0,EMP0048,Ravi Joshi,Sales,Manager,500000,0,0.0562
INV000391,PO00337,V0097,HR,2024-04-27,2024-06-06,48105.0,NEFT/RTGS,EMP0034,Paid,0,0,0,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.016035
INV000090,PO00072,V0095,Finance,2024-04-15,2024-05-16,18100.0,Bank Transfer,EMP0004,Paid,0,0,0,0,0,0,0,EMP0004,Sameer Chauhan,Admin,Manager,500000,0,0.0362
INV000359,PO00305,V0030,IT,2024-05-31,2024-06-14,8400.0,Bank Transfer,EMP0009,Paid,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.0168
INV000528,PO00464,V0020,Maintenance,2025-03-26,2025-04-08,,Bank Transfer,EMP0046,Paid,1,0,0,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,
INV000396,PO00339,V0103,IT,2025-01-20,2025-02-20,13700.0,Bank Transfer,EMP0008,paid,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.009133333333333334
INV000427,PO00373,V0092,Quality,2024-07-19,2024-08-04,71246.0,Bank Transfer,EMP0009,Paid,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.142492
INV000525,PO00461,V0048,Maintenance,2024-08-26,2024-10-31,194500.0,Bank Transfer,EMP0063,PAID,0,0,0,0,0,0,0,EMP0063,Rajesh Chauhan,Maintenance,Senior Manager,1500000,0,0.12966666666666668
INV000628,,V0121,Maintenance,2025-01-02,2025-02-03,15500.0,,EMP0049,paid,0,0,0,1,0,0,0,EMP0049,Deepak Malhotra,HR,Manager,500000,0,0.031
INV000558,PO00489,V0059,Maintenance,2024-10-31,2024-11-25,31400.0,Bank Transfer,EMP0018,Paid,0,0,0,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.0628
INV000020,PO00014,V0082,Maintenance,2024-06-17,2024-08-15,-156500.0,Bank Transfer,EMP0012,Paid,0,1,0,0,0,0,0,EMP0012,Arjun Mehta,Production,VP,10000000,0,-0.01565
INV000015,PO00010,V0007,HR,2024-05-17,2024-07-20,-1776.0,Bank Transfer,EMP0031,paid,0,1,0,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,-0.003552
INV000253,PO00219,V0058,Production,2025-03-29,2025-06-01,60800.0,Bank Transfer,EMP0031,paid,0,0,0,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.1216
INV000483,PO00424,V0109,IT,2024-12-29,2025-02-18,12518.0,NEFT/RTGS,EMP0012,Paid,0,0,0,0,0,0,0,EMP0012,Arjun Mehta,Production,VP,10000000,0,0.0012518
INV000329,PO00280,V0002,Logistics,2024-07-08,2024-09-06,8426.0,Bank Transfer,EMP0026,paid,0,0,0,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.0056173333333333336
INV000121,PO00101,V0029,Logistics,2025-01-15,2025-03-05,2600.0,Bank Transfer,EMP0056,paid,0,0,0,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.0008666666666666666
INV000333,PO00284,V0107,Production,2024-07-04,2024-08-11,59700.0,Bank Transfer,EMP0049,paid,0,0,0,0,0,0,0,EMP0049,Deepak Malhotra,HR,Manager,500000,0,0.1194
INV000286,PO00249,V0119,Quality,2024-05-05,2024-06-26,28832.0,Bank Transfer,EMP0036,Paid,0,0,0,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.019221333333333333
INV000334,PO00286,V0081,Finance,2024-12-29,2025-03-03,109872.0,Cheque,EMP0036,Paid,0,0,0,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.073248
INV000043,PO00034,V0020,Finance,2024-07-12,2024-08-01,3300.0,Cheque,EMP0046,PAID,0,0,0,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.0066
INV000197,PO00168,V0049,Production,2024-12-20,2025-02-26,67500.0,NEFT/RTGS,EMP0053,Paid,0,0,0,0,0,0,0,EMP0053,Manoj Sharma,Admin,AVP,3000000,0,0.0225
INV000346,PO00296,V0060,HR,2025-01-26,2025-02-15,28100.0,Cheque,EMP0018,paid,0,0,0,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.0562
INV000034,PO00026,V0030,HR,2024-04-28,2024-05-21,43254.0,Bank Transfer,EMP0009,Paid,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.086508
INV000251,PO00217,V0104,Logistics,2024-07-28,2024-09-14,101900.0,NEFT/RTGS,EMP0029,paid,0,0,0,0,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.2038
INV000228,PO00199,V0097,Production,2024-07-06,2024-08-14,14700.0,Bank Transfer,EMP0034,Paid,0,0,0,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.0049
INV000453,PO00396,V0085,Admin,2024-05-01,2024-06-25,84900.0,Bank Transfer,EMP0003,paid,0,0,0,0,0,0,0,EMP0003,Amit Reddy,Procurement,Manager,500000,0,0.1698
INV000467,PO00407,V0039,Quality,2024-07-03,2024-07-25,58400.0,Cheque,EMP0044,PAID,0,0,0,0,0,0,0,EMP0044,Vivek Verma,Maintenance,AVP,3000000,0,0.019466666666666667
INV000619,,V0124,Finance,2025-02-04,2025-02-17,97000.0,Bank Transfer,EMP0008,PAID,0,0,0,1,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.06466666666666666
INV000413,PO00359,V0080,Admin,2024-10-28,2024-11-13,29900.0,Bank Transfer,EMP0051,paid,0,0,0,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.00299
INV000431,PO00375,V0045,Quality,2024-06-27,2024-07-14,90100.0,,EMP0010,Paid,0,0,0,0,0,0,0,EMP0010,Suresh Singh,IT,Manager,500000,0,0.1802
INV000644,PO00403,V0021,Production,2025-01-05,2025-01-25,6603.0,Bank Transfer,EMP0052,PAID,0,0,0,0,0,0,0,EMP0052,Suresh Kapoor,HR,Senior Manager,1500000,0,0.004402
INV000553,PO00486,V0031,Maintenance,2024-04-15,2024-05-12,26344.0,Bank Transfer,EMP0055,Paid,0,0,0,0,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.052688
INV000475,PO00416,V0055,Sales,2024-09-09,2024-09-22,444100.0,,EMP0002,paid,0,0,0,0,0,0,0,EMP0002,Varun Gupta,Production,AVP,3000000,0,0.14803333333333332
INV000291,PO00254,V0052,Finance,2025-01-27,2025-03-15,58016.0,,EMP0055,Paid,0,0,0,0,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.116032
INV000311,PO00269,V0023,HR,2024-04-25,2024-05-28,182600.0,NEFT/RTGS,EMP0056,Paid,0,0,0,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.060866666666666666
INV000017,PO00011,V0083,IT,2024-04-19,2024-06-25,150500.0,Bank Transfer,EMP0004,Paid,0,0,0,0,0,0,0,EMP0004,Sameer Chauhan,Admin,Manager,500000,0,0.301
INV000159,PO00133,V0049,Sales,2024-12-15,2025-02-15,2981600.0,Bank Transfer,EMP0053,paid,0,0,0,0,0,0,0,EMP0053,Manoj Sharma,Admin,AVP,3000000,0,0.9938666666666667
INV000244,PO00210,V0084,Sales,2025-03-07,2025-04-15,14200.0,Bank Transfer,EMP0008,Paid,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.009466666666666667
INV000067,PO00053,V0023,Finance,2025-01-05,2025-02-08,17703.0,Bank Transfer,EMP0056,Paid,0,0,0,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.005901
INV000147,PO00124,V0103,Quality,2024-11-16,2024-12-14,17996.0,Bank Transfer,EMP0008,Paid,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.011997333333333334
INV000422,PO00366,V0076,HR,2025-03-22,2025-04-30,14900.0,,EMP0013,PAID,0,0,0,0,0,0,0,EMP0013,Kavita Iyer,Quality,Senior Manager,1500000,0,0.009933333333333334
INV000360,PO00306,V0094,Procurement,2025-01-24,2025-02-10,17600.0,Bank Transfer,EMP0049,PAID,0,0,0,0,0,0,0,EMP0049,Deepak Malhotra,HR,Manager,500000,0,0.0352
INV000613,,V0052,Procurement,2025-01-06,2025-01-11,71500.0,Bank Transfer,EMP0055,Paid,0,0,0,1,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.143
INV000120,PO00100,V0053,HR,2025-01-28,2025-02-21,8600.0,Bank Transfer,EMP0063,Paid,0,0,0,0,0,0,0,EMP0063,Rajesh Chauhan,Maintenance,Senior Manager,1500000,0,0.005733333333333333
INV000473,PO00413,V0033,Logistics,2024-12-13,2025-01-27,241100.0,NEFT/RTGS,EMP0009,PAID,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.4822
INV000141,PO00120,V0101,Maintenance,2024-12-01,2024-12-28,60400.0,Bank Transfer,EMP0013,Paid,0,0,0,0,0,0,0,EMP0013,Kavita Iyer,Quality,Senior Manager,1500000,0,0.040266666666666666
INV000066,PO00053,V0023,Finance,2025-01-04,2025-02-03,9273.0,,EMP0056,Paid,0,0,0,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.003091
INV000239,PO00206,V0068,IT,2025-02-08,2025-03-13,168.0,NEFT/RTGS,EMP0003,PAID,0,0,0,0,0,0,0,EMP0003,Amit Reddy,Procurement,Manager,500000,0,0.000336
INV000010,PO00006,V0098,HR,2024-10-20,2024-11-09,62456.0,NEFT/RTGS,EMP0009,Paid,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.124912
INV000443,PO00387,V0043,HR,2024-05-02,2024-06-10,,Bank Transfer,EMP0021,paid,1,0,0,0,0,0,0,EMP0021,Ajay Sharma,Admin,Manager,500000,0,
INV000563,PO00492,V0086,Sales,2024-11-11,2025-01-09,17400.0,Bank Transfer,EMP0056,Paid,0,0,0,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.0058
INV000019,PO00013,V0102,Maintenance,2025-02-05,2025-03-09,13400.0,Bank Transfer,EMP0009,paid,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.0268
INV000409,PO00355,V0011,Procurement,2024-09-14,2024-10-05,84800.0,NEFT/RTGS,EMP0048,Paid,0,0,0,0,0,0,0,EMP0048,Ravi Joshi,Sales,Manager,500000,0,0.1696
INV000463,PO00404,V0074,Admin,2024-10-19,2024-11-25,24766.0,Bank Transfer,EMP0051,Paid,0,0,0,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.0024766
INV000154,PO00128,V0005,Maintenance,2025-03-27,2025-05-13,108700.0,NEFT/RTGS,EMP0008,paid,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.07246666666666667
INV000562,PO00491,V0041,HR,2024-11-15,2025-01-02,49980.0,Cheque,EMP0046,PAID,0,0,0,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.09996
INV000433,PO00377,V0033,Production,2024-09-01,2024-10-16,41400.0,NEFT/RTGS,EMP0009,paid,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.0828
INV000432,PO00376,V0079,Logistics,2025-01-31,2025-04-07,62800.0,Bank Transfer,EMP0034,paid,0,0,0,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.020933333333333335
INV000485,PO00425,V0016,Quality,2024-07-03,2024-08-16,25800.0,NEFT/RTGS,EMP0063,PAID,0,0,0,0,0,0,0,EMP0063,Rajesh Chauhan,Maintenance,Senior Manager,1500000,0,0.0172
INV000499,PO00439,V0096,Logistics,2024-08-05,2024-09-05,52461.0,Cheque,EMP0054,Paid,0,0,0,0,0,0,0,EMP0054,Deepak Singh,Production,AVP,3000000,0,0.017487
INV000328,PO00280,V0002,Logistics,2024-07-08,2024-09-06,29874.0,Cheque,EMP0026,PAID,0,0,0,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.019916
INV000257,PO00224,V0009,Procurement,2024-12-16,2025-01-15,120600.0,Bank Transfer,EMP0034,paid,0,0,0,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.0402
INV000312,PO00270,V0093,IT,2025-03-12,2025-04-28,68600.0,Cheque,EMP0051,PAID,0,0,0,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.00686
INV000152,PO00126,V0056,Maintenance,2024-05-20,2024-07-28,17316.0,Bank Transfer,EMP0004,Paid,0,0,0,0,0,0,0,EMP0004,Sameer Chauhan,Admin,Manager,500000,0,0.034632
INV000305,PO00265,V0074,Procurement,2024-10-16,2024-11-18,6844.0,Bank Transfer,EMP0051,PAID,0,0,0,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.0006844
INV000273,PO00239,V0049,Finance,2025-02-11,2025-04-13,6354.0,Cheque,EMP0053,PAID,0,0,0,0,0,0,0,EMP0053,Manoj Sharma,Admin,AVP,3000000,0,0.002118
INV000331,PO00282,V0047,Logistics,2025-02-09,2025-03-19,2911800.0,Bank Transfer,EMP0056,paid,0,0,0,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.9706
INV000414,PO00360,V0081,IT,2024-09-23,2024-11-21,21420.0,Bank Transfer,EMP0036,Paid,0,0,0,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.01428
INV000134,PO00113,V0122,IT,2024-12-20,2025-01-20,200000.0,Cheque,EMP0018,Paid,0,0,0,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.4
INV000032,PO00024,V0042,Maintenance,2024-05-06,2024-07-04,8424.0,Bank Transfer,EMP0036,paid,0,0,0,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.005616
INV000254,PO00221,V0092,Admin,2024-06-09,2024-06-28,23300.0,Cheque,EMP0009,Paid,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.0466
INV000271,PO00238,V0116,Logistics,2025-01-24,2025-02-14,133700.0,Bank Transfer,EMP0008,PAID,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.08913333333333333
INV000459,PO00403,V0021,Production,2024-12-28,2025-02-13,136462.0,Bank Transfer,EMP0052,Paid,0,0,0,0,0,0,0,EMP0052,Suresh Kapoor,HR,Senior Manager,1500000,0,0.09097466666666666
INV000162,PO00136,V0130,Finance,2024-05-06,2024-05-25,10500.0,Bank Transfer,EMP0026,Paid,0,0,0,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.007
INV000340,PO00290,V0051,Sales,2024-11-08,2025-01-06,46300.0,Bank Transfer,EMP0054,PAID,0,0,0,0,0,0,0,EMP0054,Deepak Singh,Production,AVP,3000000,0,0.015433333333333334
INV000287,PO00249,V0119,Quality,2024-05-03,2024-06-24,21760.0,Cheque,EMP0036,paid,0,0,0,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.014506666666666666
INV000249,PO00215,V0122,Finance,2024-10-28,2024-12-05,87400.0,NEFT/RTGS,EMP0018,Paid,0,0,0,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.1748
INV000603,,V0056,IT,2024-10-22,2024-11-26,67200.0,Cheque,EMP0004,Paid,0,0,0,1,0,0,0,EMP0004,Sameer Chauhan,Admin,Manager,500000,0,0.1344
INV000556,PO00487,V0033,Procurement,2024-08-06,2024-09-23,6000.0,,EMP0009,Paid,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.012
INV000002,PO00001,V0056,Finance,2024-12-28,2025-03-02,30014.0,Bank Transfer,EMP0004,PAID,0,0,0,0,0,0,0,EMP0004,Sameer Chauhan,Admin,Manager,500000,0,0.060028
INV000208,PO00179,V0092,IT,2024-12-17,2025-01-11,-74800.0,Bank Transfer,EMP0009,paid,0,1,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,-0.1496
INV000599,,V0060,Finance,2024-12-10,2025-01-10,110600.0,Bank Transfer,EMP0018,Paid,0,0,0,1,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.2212
INV000275,PO00240,V0081,Procurement,2025-02-16,2025-04-17,75800.0,Bank Transfer,EMP0036,paid,0,0,0,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.05053333333333333
INV000071,PO00057,V0003,IT,2024-05-11,2024-06-19,41800.0,Cheque,EMP0048,paid,0,0,0,0,0,0,0,EMP0048,Ravi Joshi,Sales,Manager,500000,0,0.0836
INV000445,PO00388,V0069,Finance,2024-08-03,2024-08-28,38200.0,Bank Transfer,EMP0029,Paid,0,0,0,0,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.0764
INV000581,PO00509,V0098,Maintenance,2024-11-08,2024-11-26,329800.0,Bank Transfer,EMP0009,Paid,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.6596
INV000099,PO00083,V0023,IT,2024-12-21,2025-01-23,43900.0,Bank Transfer,EMP0056,paid,0,0,0,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.014633333333333333
INV000557,PO00488,V0047,Quality,2025-02-17,2025-03-18,44400.0,Bank Transfer,EMP0056,Paid,0,0,0,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.0148
INV000022,PO00016,V0094,Sales,2024-08-09,2024-08-30,16600.0,NEFT/RTGS,EMP0049,Paid,0,0,0,0,0,0,0,EMP0049,Deepak Malhotra,HR,Manager,500000,0,0.0332
INV000415,PO00360,V0081,IT,2024-09-27,2024-12-02,1890.0,Bank Transfer,EMP0036,Paid,0,0,0,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.00126
INV000518,PO00454,V0058,Finance,2025-03-26,2025-06-01,118700.0,,EMP0031,Paid,0,0,0,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.2374
INV000150,PO00125,V0100,Maintenance,2024-07-19,2024-08-17,485200.0,,EMP0031,Paid,0,0,0,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.9704
INV000355,PO00302,V0079,Procurement,2024-05-18,2024-07-16,19503.0,Bank Transfer,EMP0034,paid,0,0,0,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.006501
INV000612,,V0056,Quality,2024-12-23,2025-01-18,65000.0,Cheque,EMP0004,paid,0,0,0,1,0,0,0,EMP0004,Sameer Chauhan,Admin,Manager,500000,0,0.13
INV000053,PO00043,V0102,Sales,2025-03-09,2025-04-07,1455.0,Bank Transfer,EMP0009,PAID,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.00291
INV000199,PO00170,V0061,Maintenance,2024-12-22,2025-01-25,489700.0,NEFT/RTGS,EMP0029,Paid,0,0,0,0,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.9794
INV000123,PO00102,V0045,Sales,2025-03-27,2025-04-09,21930.0,Bank Transfer,EMP0010,Paid,0,0,0,0,0,0,0,EMP0010,Suresh Singh,IT,Manager,500000,0,0.04386
INV000204,PO00175,V0109,HR,2024-07-04,2024-08-24,,Bank Transfer,EMP0012,paid,1,0,0,0,0,0,0,EMP0012,Arjun Mehta,Production,VP,10000000,0,
